"outclab_standardized","complab_standardized","review_id","comp.no","outcome.no","group.no","id","studlab","year","event.e","n.e","event.c","n.c","mean.e","sd.e","mean.c","sd.c","O.E","V","TE","seTE","lower.TE","upper.TE","weight","order","level","grplab","overall","test.subgroup","type","method","sm","model","common","random","outclab","k","event.e.pooled","n.e.pooled","event.c.pooled","n.c.pooled","TE.pooled","lower.pooled","upper.pooled","level.ma","weight.pooled","Z.pooled","pval.TE.pooled","Q","pval.Q","I2","tau2","Q.w","pval.Q.w","I2.w","swap.events","logscale","label.e","label.c","label.left","label.right","complab","fixed","filename","cochrane_id","out_comp","outcome_type","monotonicity"
"adverse events (sensitivity for risk of bias: removing open-label studies)","2 subgroup and sensitivity analyses",1708,2,4,NA,"STD-Mungan-1999","Mungan 1999","1996",2,15,0,11,NA,NA,NA,NA,0,2.561030596,4.259259259,1.600322029,0.184985418,98.06875384,0.978420098,39,0.95,"",TRUE,NA,"D","MH","OR","Random",FALSE,TRUE,"2.4 Adverse events (sensitivity for risk of bias: removing open-label studies)",13,1240,1808,511,967,1.847086407,1.347774623,2.531378865,0.95,100,3.816070559,0.000135594,0,1,29.95149366,0.081536163,NA,NA,NA,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events (sensitivity for risk of bias: removing open-label studies)_2 subgroup and sensitivity analyses","harm","likely"
"adverse events (sensitivity for risk of bias: removing open-label studies)","2 subgroup and sensitivity analyses",1708,2,4,NA,"STD-NCT00633919","NCT00633919","2011",24,63,21,61,NA,NA,NA,NA,0,0.13992674,1.172161172,0.374067828,0.563093117,2.440025942,11.67482405,190,0.95,"",TRUE,NA,"D","MH","OR","Random",FALSE,TRUE,"2.4 Adverse events (sensitivity for risk of bias: removing open-label studies)",13,1240,1808,511,967,1.847086407,1.347774623,2.531378865,0.95,100,3.816070559,0.000135594,0,1,29.95149366,0.081536163,NA,NA,NA,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events (sensitivity for risk of bias: removing open-label studies)_2 subgroup and sensitivity analyses","harm","likely"
"adverse events (sensitivity for risk of bias: removing open-label studies)","2 subgroup and sensitivity analyses",1708,2,4,NA,"STD-Niu-2006","Niu 2006","2006",6,49,7,48,NA,NA,NA,NA,0,0.357169867,0.817275748,0.597636903,0.25331398,2.636805314,5.893560258,34,0.95,"",TRUE,NA,"D","MH","OR","Random",FALSE,TRUE,"2.4 Adverse events (sensitivity for risk of bias: removing open-label studies)",13,1240,1808,511,967,1.847086407,1.347774623,2.531378865,0.95,100,3.816070559,0.000135594,0,1,29.95149366,0.081536163,NA,NA,NA,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events (sensitivity for risk of bias: removing open-label studies)_2 subgroup and sensitivity analyses","harm","likely"
"adverse events (sensitivity for risk of bias: removing open-label studies)","2 subgroup and sensitivity analyses",1708,2,4,NA,"STD-Tanaka-2020","Tanaka 2020","2019",523,550,243,274,NA,NA,NA,NA,0,0.075322374,2.471117208,0.274449219,1.44305122,4.231603266,16.48326242,478,0.95,"",TRUE,NA,"D","MH","OR","Random",FALSE,TRUE,"2.4 Adverse events (sensitivity for risk of bias: removing open-label studies)",13,1240,1808,511,967,1.847086407,1.347774623,2.531378865,0.95,100,3.816070559,0.000135594,0,1,29.95149366,0.081536163,NA,NA,NA,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events (sensitivity for risk of bias: removing open-label studies)_2 subgroup and sensitivity analyses","harm","likely"
"adverse events (sensitivity for risk of bias: removing open-label studies)","2 subgroup and sensitivity analyses",1708,2,4,NA,"STD-Troise-2009","Troise 2009","2009",11,14,4,10,NA,NA,NA,NA,0,0.840909091,5.5,0.917010955,0.911594193,33.18362518,2.80292019,40,0.95,"",TRUE,NA,"D","MH","OR","Random",FALSE,TRUE,"2.4 Adverse events (sensitivity for risk of bias: removing open-label studies)",13,1240,1808,511,967,1.847086407,1.347774623,2.531378865,0.95,100,3.816070559,0.000135594,0,1,29.95149366,0.081536163,NA,NA,NA,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events (sensitivity for risk of bias: removing open-label studies)_2 subgroup and sensitivity analyses","harm","likely"
"adverse events (sensitivity for risk of bias: removing open-label studies)","2 subgroup and sensitivity analyses",1708,2,4,NA,"STD-Vourdas-1998","Vourdas 1998","1998",8,34,2,32,NA,NA,NA,NA,0,0.696794872,4.615384615,0.834742398,0.898822386,23.6996491,3.321903291,38,0.95,"",TRUE,NA,"D","MH","OR","Random",FALSE,TRUE,"2.4 Adverse events (sensitivity for risk of bias: removing open-label studies)",13,1240,1808,511,967,1.847086407,1.347774623,2.531378865,0.95,100,3.816070559,0.000135594,0,1,29.95149366,0.081536163,NA,NA,NA,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events (sensitivity for risk of bias: removing open-label studies)_2 subgroup and sensitivity analyses","harm","likely"
"adverse events (sensitivity for risk of bias: removing open-label studies)","2 subgroup and sensitivity analyses",1708,2,4,NA,"STD-Wang-2014","Wang 2014","2014",280,322,123,162,NA,NA,NA,NA,0,0.061152059,2.113821138,0.247289424,1.301892416,3.432111402,18.12020909,380,0.95,"",TRUE,NA,"D","MH","OR","Random",FALSE,TRUE,"2.4 Adverse events (sensitivity for risk of bias: removing open-label studies)",13,1240,1808,511,967,1.847086407,1.347774623,2.531378865,0.95,100,3.816070559,0.000135594,0,1,29.95149366,0.081536163,NA,NA,NA,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events (sensitivity for risk of bias: removing open-label studies)_2 subgroup and sensitivity analyses","harm","likely"
"adverse events (sensitivity for risk of bias: removing open-label studies)","2 subgroup and sensitivity analyses",1708,2,4,NA,"STD-Zieglmayer-2016","Zieglmayer 2016","2016",17,21,0,9,NA,NA,NA,NA,0,2.384628237,73.88888889,1.544224154,3.58206245,1524.140904,1.048405543,388,0.95,"",TRUE,NA,"D","MH","OR","Random",FALSE,TRUE,"2.4 Adverse events (sensitivity for risk of bias: removing open-label studies)",13,1240,1808,511,967,1.847086407,1.347774623,2.531378865,0.95,100,3.816070559,0.000135594,0,1,29.95149366,0.081536163,NA,NA,NA,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events (sensitivity for risk of bias: removing open-label studies)_2 subgroup and sensitivity analyses","harm","likely"
"adverse events (systemic)","4 dithranol versus placebo",559,4,10,NA,"STD-Buckley-1978","Buckley 1978","1978",2,10,2,10,NA,NA,NA,NA,0,0.032,0,0.178885438,-0.350609016,0.350609016,100,349,0.95,"",TRUE,NA,"D","MH","RD","Random",FALSE,TRUE,"4.10 Adverse events (systemic)",1,2,10,2,10,0,-0.350609016,0.350609016,0.95,100,0,1,0,1,0,0,NA,NA,NA,FALSE,NA,"Dithranol","Placebo","Favours dithranol","Favours placebo","4 Dithranol versus placebo",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD005028StatsDataOnly.rm5","CD005028","adverse events (systemic)_4 dithranol versus placebo","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,1,"STD-Bahceciler-2001","Bahceciler 2001","2001",0,8,0,7,NA,NA,NA,NA,0,0,0,0,0,0,0,22,0.95,"2.1.1 Children (mean age < 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,1,0.235104079,29.51309805,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,1,"STD-Caffarelli-2000","Caffarelli 2000","2000",0,24,0,20,NA,NA,NA,NA,0,0,0,0,0,0,0,24,0.95,"2.1.1 Children (mean age < 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,1,0.235104079,29.51309805,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,1,"STD-Ippoliti-2003","Ippoliti 2003","2003",0,47,0,39,NA,NA,NA,NA,0,0,0,0,0,0,0,28,0.95,"2.1.1 Children (mean age < 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,1,0.235104079,29.51309805,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,1,"STD-Karakoc_x002d_Aydiner-2015","Karakoc-Aydiner 2015","2015",0,9,0,10,NA,NA,NA,NA,0,0,0,0,0,0,0,26,0.95,"2.1.1 Children (mean age < 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,1,0.235104079,29.51309805,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,1,"STD-Keles-2011","Keles 2011","2011",0,13,0,12,NA,NA,NA,NA,0,0,0,0,0,0,0,29,0.95,"2.1.1 Children (mean age < 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,1,0.235104079,29.51309805,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,1,"STD-Maloney-2016","Maloney 2016","2016",27,46,10,22,NA,NA,NA,NA,0,0.273001949,1.705263158,0.522495884,0.612409764,4.748328015,6.48506394,582,0.95,"2.1.1 Children (mean age < 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,1,0.235104079,29.51309805,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,1,"STD-Niu-2006","Niu 2006","2006",6,49,7,48,NA,NA,NA,NA,0,0.357169867,0.817275748,0.597636903,0.25331398,2.636805314,5.235847116,34,0.95,"2.1.1 Children (mean age < 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,1,0.235104079,29.51309805,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,1,"STD-Shao-2014","Shao 2014","2014",39,168,9,96,NA,NA,NA,NA,0,0.155998328,2.92248062,0.394966236,1.347583765,6.33793104,9.703357102,37,0.95,"2.1.1 Children (mean age < 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,1,0.235104079,29.51309805,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,1,"STD-Vourdas-1998","Vourdas 1998","1998",8,34,2,32,NA,NA,NA,NA,0,0.696794872,4.615384615,0.834742398,0.898822386,23.6996491,2.945991427,38,0.95,"2.1.1 Children (mean age < 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,1,0.235104079,29.51309805,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,1,"STD-Yin-2016","Yin 2016","2016",0,78,0,78,NA,NA,NA,NA,0,0,0,0,0,0,0,386,0.95,"2.1.1 Children (mean age < 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,1,0.235104079,29.51309805,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,2,"STD-Alvarez_x002d_Cuesta-2007","Alvarez-Cuesta 2007","2007",0,17,0,16,NA,NA,NA,NA,0,0,0,0,0,0,0,21,0.95,"2.1.2 Teenagers and adults (mean age > 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,2,0.123093817,36.94181506,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,2,"STD-Calderon-2006","Calderon 2006","2006",36,36,10,11,NA,NA,NA,NA,0,2.789302022,10.42857143,1.670120362,0.395017004,275.3175202,0.797385481,25,0.95,"2.1.2 Teenagers and adults (mean age > 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,2,0.123093817,36.94181506,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,2,"STD-Gomez-Vera-2005","Gomez Vera 2005","2005",0,30,0,30,NA,NA,NA,NA,0,0,0,0,0,0,0,27,0.95,"2.1.2 Teenagers and adults (mean age > 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,2,0.123093817,36.94181506,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,2,"STD-Leng-1990","Leng 1990","1990",1,9,0,9,NA,NA,NA,NA,0,2.889576883,3.352941176,1.699875549,0.119808945,93.8345175,0.770457781,31,0.95,"2.1.2 Teenagers and adults (mean age > 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,2,0.123093817,36.94181506,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,2,"STD-Marogna-2005","Marogna 2005","2005",4,29,0,23,NA,NA,NA,NA,0,2.3039911,8.294117647,1.517890345,0.423389016,162.4803311,0.959725432,32,0.95,"2.1.2 Teenagers and adults (mean age > 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,2,0.123093817,36.94181506,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,2,"STD-Mosbech-2014","Mosbech 2014","2009",290,461,77,143,NA,NA,NA,NA,0,0.037434757,1.453634085,0.193480638,0.994864835,2.123958933,19.5190963,33,0.95,"2.1.2 Teenagers and adults (mean age > 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,2,0.123093817,36.94181506,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,2,"STD-Mungan-1999","Mungan 1999","1996",2,15,0,11,NA,NA,NA,NA,0,2.561030596,4.259259259,1.600322029,0.184985418,98.06875384,0.866311634,39,0.95,"2.1.2 Teenagers and adults (mean age > 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,2,0.123093817,36.94181506,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,2,"STD-NCT00633919","NCT00633919","2011",24,63,21,61,NA,NA,NA,NA,0,0.13992674,1.172161172,0.374067828,0.563093117,2.440025942,10.41318735,187,0.95,"2.1.2 Teenagers and adults (mean age > 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,2,0.123093817,36.94181506,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,2,"STD-Tanaka-2020","Tanaka 2020","2019",523,550,243,274,NA,NA,NA,NA,0,0.075322374,2.471117208,0.274449219,1.44305122,4.231603266,14.75080537,478,0.95,"2.1.2 Teenagers and adults (mean age > 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,2,0.123093817,36.94181506,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,2,"STD-Wang-2014","Wang 2014","2014",280,322,123,162,NA,NA,NA,NA,0,0.061152059,2.113821138,0.247289424,1.301892416,3.432111402,16.2340475,380,0.95,"2.1.2 Teenagers and adults (mean age > 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,2,0.123093817,36.94181506,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
"adverse events by age","2 subgroup and sensitivity analyses",1708,2,1,2,"STD-Zieglmayer-2016","Zieglmayer 2016","2016",17,21,0,9,NA,NA,NA,NA,0,2.384628237,73.88888889,1.544224154,3.58206245,1524.140904,0.928322444,388,0.95,"2.1.2 Teenagers and adults (mean age > 18 years)",TRUE,TRUE,"D","MH","OR","Random",FALSE,TRUE,"2.1 Adverse events by age",15,1283,2138,520,1209,1.95806646,1.455728374,2.633749763,0.95,100,4.442595854,8.88800162423345e-06,0.001366696,0.999316886,28.6768978,0.079771358,2,0.123093817,36.94181506,FALSE,NA,"SLIT","Control","Favours SLIT","Favours control","2 Subgroup and sensitivity analyses",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD011293StatsDataOnly.rm5","CD011293","adverse events by age_2 subgroup and sensitivity analyses","harm","likely"
