"outclab_standardized","complab_standardized","review_id","comp.no","outcome.no","group.no","id","studlab","year","event.e","n.e","event.c","n.c","mean.e","sd.e","mean.c","sd.c","O.E","V","TE","seTE","lower.TE","upper.TE","weight","order","level","grplab","overall","test.subgroup","type","method","sm","model","common","random","outclab","k","event.e.pooled","n.e.pooled","event.c.pooled","n.c.pooled","TE.pooled","lower.pooled","upper.pooled","level.ma","weight.pooled","Z.pooled","pval.TE.pooled","Q","pval.Q","I2","tau2","Q.w","pval.Q.w","I2.w","swap.events","logscale","label.e","label.c","label.left","label.right","complab","fixed","filename","cochrane_id","out_comp","outcome_type","monotonicity"
"smoking cessation","17 selective serotonin reuptake inhibitor (ssri) plus nrt versus nrt alone",3,17,1,1,"STD-Blondal-1999","Blondal 1999","",10,48,12,52,NA,NA,NA,NA,0,0.143269231,0.902777778,0.378509222,0.429925522,1.895695127,24.14814715,1319,0.95,"17.1.1 Fluoxetine",TRUE,TRUE,"D","MH","RR","Fixed",TRUE,FALSE,"17.1 Smoking cessation",4,45,294,39,172,0.699703474,0.476032667,1.028469232,0.95,100,1.817120214,0.069198708,0,1,0,0,1,0.514175711,0,FALSE,NA,"SSRI & NRT","NRT alone","Favours NRT alone","Favours SSRI+NRT","17 Selective serotonin reuptake inhibitor (SSRI) plus NRT versus NRT alone",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD000031StatsDataOnly.rm5","CD000031","smoking cessation_17 selective serotonin reuptake inhibitor (ssri) plus nrt versus nrt alone","benefit","likely"
"smoking cessation","17 selective serotonin reuptake inhibitor (ssri) plus nrt versus nrt alone",3,17,1,1,"STD-Brown-2014","Brown 2014","2011",9,73,10,36,NA,NA,NA,NA,0,0.169634703,0.443835616,0.411867337,0.197988533,0.994956888,28.07745193,242,0.95,"17.1.1 Fluoxetine",TRUE,TRUE,"D","MH","RR","Fixed",TRUE,FALSE,"17.1 Smoking cessation",4,45,294,39,172,0.699703474,0.476032667,1.028469232,0.95,100,1.817120214,0.069198708,0,1,0,0,1,0.514175711,0,FALSE,NA,"SSRI & NRT","NRT alone","Favours NRT alone","Favours SSRI+NRT","17 Selective serotonin reuptake inhibitor (SSRI) plus NRT versus NRT alone",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD000031StatsDataOnly.rm5","CD000031","smoking cessation_17 selective serotonin reuptake inhibitor (ssri) plus nrt versus nrt alone","benefit","likely"
"smoking cessation","17 selective serotonin reuptake inhibitor (ssri) plus nrt versus nrt alone",3,17,1,1,"STD-Brown-2014","Brown 2014","2011",12,71,10,36,NA,NA,NA,NA,0,0.141471049,0.608450704,0.376126373,0.291115982,1.271700223,27.81864044,243,0.95,"17.1.1 Fluoxetine",TRUE,TRUE,"D","MH","RR","Fixed",TRUE,FALSE,"17.1 Smoking cessation",4,45,294,39,172,0.699703474,0.476032667,1.028469232,0.95,100,1.817120214,0.069198708,0,1,0,0,1,0.514175711,0,FALSE,NA,"SSRI & NRT","NRT alone","Favours NRT alone","Favours SSRI+NRT","17 Selective serotonin reuptake inhibitor (SSRI) plus NRT versus NRT alone",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD000031StatsDataOnly.rm5","CD000031","smoking cessation_17 selective serotonin reuptake inhibitor (ssri) plus nrt versus nrt alone","benefit","likely"
"smoking cessation","17 selective serotonin reuptake inhibitor (ssri) plus nrt versus nrt alone",3,17,1,1,"STD-Saules-2004","Saules 2004","2000",14,102,7,48,NA,NA,NA,NA,0,0.183648459,0.941176471,0.428542249,0.406345297,2.17995177,19.95576049,204,0.95,"17.1.1 Fluoxetine",TRUE,TRUE,"D","MH","RR","Fixed",TRUE,FALSE,"17.1 Smoking cessation",4,45,294,39,172,0.699703474,0.476032667,1.028469232,0.95,100,1.817120214,0.069198708,0,1,0,0,1,0.514175711,0,FALSE,NA,"SSRI & NRT","NRT alone","Favours NRT alone","Favours SSRI+NRT","17 Selective serotonin reuptake inhibitor (SSRI) plus NRT versus NRT alone",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD000031StatsDataOnly.rm5","CD000031","smoking cessation_17 selective serotonin reuptake inhibitor (ssri) plus nrt versus nrt alone","benefit","likely"
"smoking cessation. group vs 'no intervention' controls","1 group-format behavioural programmes vs other format",63,1,5,NA,"STD-Cottraux-1983","Cottraux 1983","1983",10,138,9,140,NA,NA,NA,NA,0,0.196721877,1.127214171,0.4435334,0.472574328,2.688702522,23.70553309,4696,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Smoking cessation. Group vs 'no intervention' controls",9,119,623,32,475,2.596871012,1.795141997,3.756660511,0.95,100,5.065792676,4.06704374068787e-07,0,1,55.15337166,0,NA,NA,NA,FALSE,NA,"Group","'No intervention'","Favours control","Favours group programme","1 Group-format behavioural programmes vs other format",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD001007StatsDataOnly.rm5","CD001007","smoking cessation. group vs 'no intervention' controls_1 group-format behavioural programmes vs other format","benefit","likely"
"smoking cessation. group vs 'no intervention' controls","1 group-format behavioural programmes vs other format",63,1,5,NA,"STD-Grant-2003","Grant 2003","2003",0,20,1,20,NA,NA,NA,NA,0,2.571428571,0.333333333,1.603567451,0.014385324,7.723921204,3.979552052,4697,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Smoking cessation. Group vs 'no intervention' controls",9,119,623,32,475,2.596871012,1.795141997,3.756660511,0.95,100,5.065792676,4.06704374068787e-07,0,1,55.15337166,0,NA,NA,NA,FALSE,NA,"Group","'No intervention'","Favours control","Favours group programme","1 Group-format behavioural programmes vs other format",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD001007StatsDataOnly.rm5","CD001007","smoking cessation. group vs 'no intervention' controls_1 group-format behavioural programmes vs other format","benefit","likely"
"smoking cessation. group vs 'no intervention' controls","1 group-format behavioural programmes vs other format",63,1,5,NA,"STD-Hill-1993","Hill 1993","1993",7,22,2,20,NA,NA,NA,NA,0,0.547402597,3.181818182,0.739866608,0.746276491,13.56597329,5.558739375,4698,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Smoking cessation. Group vs 'no intervention' controls",9,119,623,32,475,2.596871012,1.795141997,3.756660511,0.95,100,5.065792676,4.06704374068787e-07,0,1,55.15337166,0,NA,NA,NA,FALSE,NA,"Group","'No intervention'","Favours control","Favours group programme","1 Group-format behavioural programmes vs other format",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD001007StatsDataOnly.rm5","CD001007","smoking cessation. group vs 'no intervention' controls_1 group-format behavioural programmes vs other format","benefit","likely"
"smoking cessation. group vs 'no intervention' controls","1 group-format behavioural programmes vs other format",63,1,5,NA,"STD-Leung-1991","Leung 1991","1991",9,32,1,32,NA,NA,NA,NA,0,1.048611111,9,1.024017144,1.209476783,66.97110777,2.653034702,4699,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Smoking cessation. Group vs 'no intervention' controls",9,119,623,32,475,2.596871012,1.795141997,3.756660511,0.95,100,5.065792676,4.06704374068787e-07,0,1,55.15337166,0,NA,NA,NA,FALSE,NA,"Group","'No intervention'","Favours control","Favours group programme","1 Group-format behavioural programmes vs other format",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD001007StatsDataOnly.rm5","CD001007","smoking cessation. group vs 'no intervention' controls_1 group-format behavioural programmes vs other format","benefit","likely"
"smoking cessation. group vs 'no intervention' controls","1 group-format behavioural programmes vs other format",63,1,5,NA,"STD-McDowell-1985","McDowell 1985","1985",29,183,11,93,NA,NA,NA,NA,0,0.10917468,1.339791356,0.33041592,0.701110757,2.56028147,38.69970184,4700,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Smoking cessation. Group vs 'no intervention' controls",9,119,623,32,475,2.596871012,1.795141997,3.756660511,0.95,100,5.065792676,4.06704374068787e-07,0,1,55.15337166,0,NA,NA,NA,FALSE,NA,"Group","'No intervention'","Favours control","Favours group programme","1 Group-format behavioural programmes vs other format",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD001007StatsDataOnly.rm5","CD001007","smoking cessation. group vs 'no intervention' controls_1 group-format behavioural programmes vs other format","benefit","likely"
"smoking cessation. group vs 'no intervention' controls","1 group-format behavioural programmes vs other format",63,1,5,NA,"STD-Minthorn_x002d_Biggs-2000","Minthorn-Biggs 2000","2000",19,50,2,25,NA,NA,NA,NA,0,0.492631579,4.75,0.701877182,1.200202892,18.79890487,7.074759204,4701,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Smoking cessation. Group vs 'no intervention' controls",9,119,623,32,475,2.596871012,1.795141997,3.756660511,0.95,100,5.065792676,4.06704374068787e-07,0,1,55.15337166,0,NA,NA,NA,FALSE,NA,"Group","'No intervention'","Favours control","Favours group programme","1 Group-format behavioural programmes vs other format",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD001007StatsDataOnly.rm5","CD001007","smoking cessation. group vs 'no intervention' controls_1 group-format behavioural programmes vs other format","benefit","likely"
"smoking cessation. group vs 'no intervention' controls","1 group-format behavioural programmes vs other format",63,1,5,NA,"STD-Pederson-1981","Pederson 1981","1981",8,31,0,9,NA,NA,NA,NA,0,1.986397059,5.3125,1.409395991,0.335443129,84.13544293,2.021359773,4702,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Smoking cessation. Group vs 'no intervention' controls",9,119,623,32,475,2.596871012,1.795141997,3.756660511,0.95,100,5.065792676,4.06704374068787e-07,0,1,55.15337166,0,NA,NA,NA,FALSE,NA,"Group","'No intervention'","Favours control","Favours group programme","1 Group-format behavioural programmes vs other format",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD001007StatsDataOnly.rm5","CD001007","smoking cessation. group vs 'no intervention' controls_1 group-format behavioural programmes vs other format","benefit","likely"
"smoking cessation. group vs 'no intervention' controls","1 group-format behavioural programmes vs other format",63,1,5,NA,"STD-Schleicher-2012","Schleicher 2012","2012",4,29,3,29,NA,NA,NA,NA,0,0.514367816,1.333333333,0.717194406,0.326935252,5.437705986,7.959104105,75,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Smoking cessation. Group vs 'no intervention' controls",9,119,623,32,475,2.596871012,1.795141997,3.756660511,0.95,100,5.065792676,4.06704374068787e-07,0,1,55.15337166,0,NA,NA,NA,FALSE,NA,"Group","'No intervention'","Favours control","Favours group programme","1 Group-format behavioural programmes vs other format",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD001007StatsDataOnly.rm5","CD001007","smoking cessation. group vs 'no intervention' controls_1 group-format behavioural programmes vs other format","benefit","likely"
"smoking cessation. group vs 'no intervention' controls","1 group-format behavioural programmes vs other format",63,1,5,NA,"STD-Zheng-2007","Zheng 2007","2007",33,118,3,107,NA,NA,NA,NA,0,0.345815993,9.974576271,0.588061215,3.150183421,31.5829774,8.348215861,100,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Smoking cessation. Group vs 'no intervention' controls",9,119,623,32,475,2.596871012,1.795141997,3.756660511,0.95,100,5.065792676,4.06704374068787e-07,0,1,55.15337166,0,NA,NA,NA,FALSE,NA,"Group","'No intervention'","Favours control","Favours group programme","1 Group-format behavioural programmes vs other format",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD001007StatsDataOnly.rm5","CD001007","smoking cessation. group vs 'no intervention' controls_1 group-format behavioural programmes vs other format","benefit","likely"
"snp grade 3","5 calcium/magnesium - sensory neuropathy (snp)",596,5,3,NA,"STD-Chay-2010","Chay 2010","2010",3,9,0,10,NA,NA,NA,NA,0,2.094805195,7.7,1.447344187,0.451345503,131.3627799,100,33,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"5.3 SNP grade 3",1,3,9,0,10,7.7,0.451345503,131.3627799,0.95,100,1.410321296,0.158444833,0,1,0,0,NA,NA,NA,FALSE,NA,"Ca/Mg","Placebo","Favours Ca/Mg","Favours placebo","5 Calcium/magnesium - sensory neuropathy (SNP)",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD005228StatsDataOnly.rm5","CD005228","snp grade 3_5 calcium/magnesium - sensory neuropathy (snp)","harm","likely"
"social skill: 2. did not have at least one improved interaction with peers (staff rated)","1 problem solving vs routine care",749,1,5,NA,"STD-Mayang-1990","Mayang 1990","1990",3,6,6,6,NA,NA,NA,NA,0,0.153846154,0.538461538,0.39223227,0.249623791,1.161511199,100,1008,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.5 Social skill: 2. Did not have at least one improved interaction with peers (staff rated)",1,3,6,6,6,0.538461538,0.249623791,1.161511199,0.95,100,1.578246502,0.114508991,0,1,0,0,NA,NA,NA,FALSE,NA,"Problem solving","Routine care","Favours treatment","Favours control","1 PROBLEM SOLVING vs ROUTINE CARE",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD006365StatsDataOnly.rm5","CD006365","social skill: 2. did not have at least one improved interaction with peers (staff rated)_1 problem solving vs routine care","harm","unlikely"
"solid tumors before progression/relapse","4 if-rt vs. ef-rt",287,4,28,1,"STD-EORTC_x002d_GELA_x002c_-H8U","EORTC-GELA, H8U","1993",0,660,0,324,NA,NA,NA,NA,0,0,0,0,0,0,0,3825,0.99,"4.28.1 early stages",TRUE,TRUE,"I","Peto","OR","Fixed",TRUE,FALSE,"4.28 solid tumors before progression/relapse",8,19,1702,42,1513,1.529763984,0.892310915,2.622603631,0.95,100,1.545683561,0.122181009,0.000537048,0.981511242,13.18189237,0,1,0.356398468,8.780563998,NA,NA,"IF-RT","EF-RT","Favours EF-RT","Favours IF-RT","4 IF-RT vs. EF-RT",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD003187StatsDataOnly.rm5","CD003187","solid tumors before progression/relapse_4 if-rt vs. ef-rt","harm","likely"
"solid tumors before progression/relapse","4 if-rt vs. ef-rt",287,4,28,1,"STD-GHSG_x002c_-HD8","GHSG, HD8","1993",0,571,0,565,NA,NA,NA,NA,0,0,0,0,0,0,0,3826,0.99,"4.28.1 early stages",TRUE,TRUE,"I","Peto","OR","Fixed",TRUE,FALSE,"4.28 solid tumors before progression/relapse",8,19,1702,42,1513,1.529763984,0.892310915,2.622603631,0.95,100,1.545683561,0.122181009,0.000537048,0.981511242,13.18189237,0,1,0.356398468,8.780563998,NA,NA,"IF-RT","EF-RT","Favours EF-RT","Favours IF-RT","4 IF-RT vs. EF-RT",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD003187StatsDataOnly.rm5","CD003187","solid tumors before progression/relapse_4 if-rt vs. ef-rt","harm","likely"
"solid tumors before progression/relapse","4 if-rt vs. ef-rt",287,4,28,1,"STD-GPMC_x002c_-EF_x002d_RT-vs.-IF_x002d_R","GPMC, EF-RT vs. IF-R","1977",5,43,7,47,NA,NA,NA,NA,1.09,2.85,1.46588058,0.592348878,0.318754694,6.741252494,21.55824508,3827,0.99,"4.28.1 early stages",TRUE,TRUE,"I","Peto","OR","Fixed",TRUE,FALSE,"4.28 solid tumors before progression/relapse",8,19,1702,42,1513,1.529763984,0.892310915,2.622603631,0.95,100,1.545683561,0.122181009,0.000537048,0.981511242,13.18189237,0,1,0.356398468,8.780563998,NA,NA,"IF-RT","EF-RT","Favours EF-RT","Favours IF-RT","4 IF-RT vs. EF-RT",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD003187StatsDataOnly.rm5","CD003187","solid tumors before progression/relapse_4 if-rt vs. ef-rt","harm","likely"
"solid tumors before progression/relapse","4 if-rt vs. ef-rt",287,4,28,1,"STD-Lygra-I","Lygra I","1969",3,19,4,31,NA,NA,NA,NA,-1.01,1.11,0.402560489,0.949157996,0.03491709,4.641135561,8.396369138,3828,0.99,"4.28.1 early stages",TRUE,TRUE,"I","Peto","OR","Fixed",TRUE,FALSE,"4.28 solid tumors before progression/relapse",8,19,1702,42,1513,1.529763984,0.892310915,2.622603631,0.95,100,1.545683561,0.122181009,0.000537048,0.981511242,13.18189237,0,1,0.356398468,8.780563998,NA,NA,"IF-RT","EF-RT","Favours EF-RT","Favours IF-RT","4 IF-RT vs. EF-RT",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD003187StatsDataOnly.rm5","CD003187","solid tumors before progression/relapse_4 if-rt vs. ef-rt","harm","likely"
"solid tumors before progression/relapse","4 if-rt vs. ef-rt",287,4,28,1,"STD-Milan_x002c_-trial-_x0023_-9005","Milan, trial # 9005","1990",0,70,3,66,NA,NA,NA,NA,1.55,0.75,7.898451019,1.154700538,0.40347336,154.6211838,5.67322239,3829,0.99,"4.28.1 early stages",TRUE,TRUE,"I","Peto","OR","Fixed",TRUE,FALSE,"4.28 solid tumors before progression/relapse",8,19,1702,42,1513,1.529763984,0.892310915,2.622603631,0.95,100,1.545683561,0.122181009,0.000537048,0.981511242,13.18189237,0,1,0.356398468,8.780563998,NA,NA,"IF-RT","EF-RT","Favours EF-RT","Favours IF-RT","4 IF-RT vs. EF-RT",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD003187StatsDataOnly.rm5","CD003187","solid tumors before progression/relapse_4 if-rt vs. ef-rt","harm","likely"
"solid tumors before progression/relapse","4 if-rt vs. ef-rt",287,4,28,1,"STD-Obninsk_x002c_-R-18","Obninsk, R 18","1978",3,78,9,157,NA,NA,NA,NA,2.14,2.81,2.141627034,0.596549986,0.460683004,9.956013814,21.25567322,3830,0.99,"4.28.1 early stages",TRUE,TRUE,"I","Peto","OR","Fixed",TRUE,FALSE,"4.28 solid tumors before progression/relapse",8,19,1702,42,1513,1.529763984,0.892310915,2.622603631,0.95,100,1.545683561,0.122181009,0.000537048,0.981511242,13.18189237,0,1,0.356398468,8.780563998,NA,NA,"IF-RT","EF-RT","Favours EF-RT","Favours IF-RT","4 IF-RT vs. EF-RT",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD003187StatsDataOnly.rm5","CD003187","solid tumors before progression/relapse_4 if-rt vs. ef-rt","harm","likely"
"solid tumors before progression/relapse","4 if-rt vs. ef-rt",287,4,28,1,"STD-Rome_x002c_-HD-94","Rome, HD 94","1993",0,63,0,67,NA,NA,NA,NA,0,0,0,0,0,0,0,3831,0.99,"4.28.1 early stages",TRUE,TRUE,"I","Peto","OR","Fixed",TRUE,FALSE,"4.28 solid tumors before progression/relapse",8,19,1702,42,1513,1.529763984,0.892310915,2.622603631,0.95,100,1.545683561,0.122181009,0.000537048,0.981511242,13.18189237,0,1,0.356398468,8.780563998,NA,NA,"IF-RT","EF-RT","Favours EF-RT","Favours IF-RT","4 IF-RT vs. EF-RT",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD003187StatsDataOnly.rm5","CD003187","solid tumors before progression/relapse_4 if-rt vs. ef-rt","harm","likely"
"solid tumors before progression/relapse","4 if-rt vs. ef-rt",287,4,28,1,"STD-Stanf.-H1_x002c_-L1_x002c_-L2","Stanf. H1, L1, L2","1962",7,73,15,86,NA,NA,NA,NA,1.53,4.9,1.366489302,0.451753951,0.426818605,4.37491007,37.06505295,3832,0.99,"4.28.1 early stages",TRUE,TRUE,"I","Peto","OR","Fixed",TRUE,FALSE,"4.28 solid tumors before progression/relapse",8,19,1702,42,1513,1.529763984,0.892310915,2.622603631,0.95,100,1.545683561,0.122181009,0.000537048,0.981511242,13.18189237,0,1,0.356398468,8.780563998,NA,NA,"IF-RT","EF-RT","Favours EF-RT","Favours IF-RT","4 IF-RT vs. EF-RT",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD003187StatsDataOnly.rm5","CD003187","solid tumors before progression/relapse_4 if-rt vs. ef-rt","harm","likely"
"solid tumors before progression/relapse","4 if-rt vs. ef-rt",287,4,28,2,"STD-CALGB-6604","CALGB 6604","1966",0,24,1,21,NA,NA,NA,NA,0.53,0.25,8.331137488,2,0.048235568,1438.935103,1.89107413,3833,0.99,"4.28.2 advanced stages",TRUE,TRUE,"I","Peto","OR","Fixed",TRUE,FALSE,"4.28 solid tumors before progression/relapse",8,19,1702,42,1513,1.529763984,0.892310915,2.622603631,0.95,100,1.545683561,0.122181009,0.000537048,0.981511242,13.18189237,0,2,0.159034706,45.61177686,NA,NA,"IF-RT","EF-RT","Favours EF-RT","Favours IF-RT","4 IF-RT vs. EF-RT",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD003187StatsDataOnly.rm5","CD003187","solid tumors before progression/relapse_4 if-rt vs. ef-rt","harm","likely"
"solid tumors before progression/relapse","4 if-rt vs. ef-rt",287,4,28,2,"STD-Obninsk_x002c_-advanced","Obninsk, advanced","1974",1,87,0,113,NA,NA,NA,NA,-0.67,0.22,0.047574682,2.132007164,0.00019605,11.54476378,1.664145234,3834,0.99,"4.28.2 advanced stages",TRUE,TRUE,"I","Peto","OR","Fixed",TRUE,FALSE,"4.28 solid tumors before progression/relapse",8,19,1702,42,1513,1.529763984,0.892310915,2.622603631,0.95,100,1.545683561,0.122181009,0.000537048,0.981511242,13.18189237,0,2,0.159034706,45.61177686,NA,NA,"IF-RT","EF-RT","Favours EF-RT","Favours IF-RT","4 IF-RT vs. EF-RT",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD003187StatsDataOnly.rm5","CD003187","solid tumors before progression/relapse_4 if-rt vs. ef-rt","harm","likely"
"solid tumors before progression/relapse","4 if-rt vs. ef-rt",287,4,28,2,"STD-Stanf.-H1_x002c_-L1_x002c_-L2","Stanf. H1, L1, L2","1962",0,14,3,36,NA,NA,NA,NA,0.46,0.33,4.030697323,1.74077656,0.045501778,357.0524419,2.496217852,3835,0.99,"4.28.2 advanced stages",TRUE,TRUE,"I","Peto","OR","Fixed",TRUE,FALSE,"4.28 solid tumors before progression/relapse",8,19,1702,42,1513,1.529763984,0.892310915,2.622603631,0.95,100,1.545683561,0.122181009,0.000537048,0.981511242,13.18189237,0,2,0.159034706,45.61177686,NA,NA,"IF-RT","EF-RT","Favours EF-RT","Favours IF-RT","4 IF-RT vs. EF-RT",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD003187StatsDataOnly.rm5","CD003187","solid tumors before progression/relapse_4 if-rt vs. ef-rt","harm","likely"
"sputum smear or culture conversion at end of treatment (eot)","1 fixed-dose combinations versus single-drug formulations as available data",1399,1,5,NA,"STD-Bartacek-2009","Bartacek 2009","2009",468,582,477,577,NA,NA,NA,NA,0,0.000781873,0.972703106,0.02796199,0.920829054,1.027499435,47.59303535,18,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Sputum smear or culture conversion at end of treatment (EOT)",7,1119,1250,954,1069,0.989013536,0.96153525,1.017277084,0.95,100,0.768442074,0.442224599,0,1,0,0,NA,NA,NA,FALSE,NA,"FDCs","SDF","Favours SDF","Favours FDCs","1 Fixed-dose combinations versus single-drug formulations as available data",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD009913StatsDataOnly.rm5","CD009913","sputum smear or culture conversion at end of treatment (eot)_1 fixed-dose combinations versus single-drug formulations as available data","benefit","likely"
"sputum smear or culture conversion at end of treatment (eot)","1 fixed-dose combinations versus single-drug formulations as available data",1399,1,5,NA,"STD-RCTAI-1989","RCTAI 1989","1989",64,66,71,74,NA,NA,NA,NA,0,0.001044478,1.010670081,0.032318391,0.948636751,1.0767599,6.650583104,517,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Sputum smear or culture conversion at end of treatment (EOT)",7,1119,1250,954,1069,0.989013536,0.96153525,1.017277084,0.95,100,0.768442074,0.442224599,0,1,0,0,NA,NA,NA,FALSE,NA,"FDCs","SDF","Favours SDF","Favours FDCs","1 Fixed-dose combinations versus single-drug formulations as available data",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD009913StatsDataOnly.rm5","CD009913","sputum smear or culture conversion at end of treatment (eot)_1 fixed-dose combinations versus single-drug formulations as available data","benefit","likely"
"sputum smear or culture conversion at end of treatment (eot)","1 fixed-dose combinations versus single-drug formulations as available data",1399,1,5,NA,"STD-Su-2002","Su 2002","2002",25,26,25,25,NA,NA,NA,NA,0,0.002932797,0.962962963,0.054155305,0.865989258,1.070795809,2.581151827,20,0.95,"",TRUE,NA,"D","MH","RR","Fixed",TRUE,FALSE,"1.5 Sputum smear or culture conversion at end of treatment (EOT)",7,1119,1250,954,1069,0.989013536,0.96153525,1.017277084,0.95,100,0.768442074,0.442224599,0,1,0,0,NA,NA,NA,FALSE,NA,"FDCs","SDF","Favours SDF","Favours FDCs","1 Fixed-dose combinations versus single-drug formulations as available data",TRUE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD009913StatsDataOnly.rm5","CD009913","sputum smear or culture conversion at end of treatment (eot)_1 fixed-dose combinations versus single-drug formulations as available data","benefit","likely"
